nev_name,min_pollination_diff_1992_2020,max_pollination_diff_1992_2020,count_pollination_diff_1992_2020,nodata_count_pollination_diff_1992_2020,valid_count_pollination_diff_1992_2020,sum_pollination_diff_1992_2020,stdev_pollination_diff_1992_2020,p5_pollination_diff_1992_2020,p95_pollination_diff_1992_2020,min_sed_ret_ratio_diff_1992_2020,max_sed_ret_ratio_diff_1992_2020,count_sed_ret_ratio_diff_1992_2020,nodata_count_sed_ret_ratio_diff_1992_2020,valid_count_sed_ret_ratio_diff_1992_2020,sum_sed_ret_ratio_diff_1992_2020,stdev_sed_ret_ratio_diff_1992_2020,p5_sed_ret_ratio_diff_1992_2020,p95_sed_ret_ratio_diff_1992_2020,min_sed_export_diff_1992_2020,max_sed_export_diff_1992_2020,count_sed_export_diff_1992_2020,nodata_count_sed_export_diff_1992_2020,valid_count_sed_export_diff_1992_2020,sum_sed_export_diff_1992_2020,stdev_sed_export_diff_1992_2020,p5_sed_export_diff_1992_2020,p95_sed_export_diff_1992_2020,min_coastal_risk_esa_diff_1992_2020,max_coastal_risk_esa_diff_1992_2020,count_coastal_risk_esa_diff_1992_2020,nodata_count_coastal_risk_esa_diff_1992_2020,valid_count_coastal_risk_esa_diff_1992_2020,sum_coastal_risk_esa_diff_1992_2020,stdev_coastal_risk_esa_diff_1992_2020,p5_coastal_risk_esa_diff_1992_2020,p95_coastal_risk_esa_diff_1992_2020,min_usle_diff_1992_2020,max_usle_diff_1992_2020,count_usle_diff_1992_2020,nodata_count_usle_diff_1992_2020,valid_count_usle_diff_1992_2020,sum_usle_diff_1992_2020,stdev_usle_diff_1992_2020,p5_usle_diff_1992_2020,p95_usle_diff_1992_2020,min_n_ret_ratio_diff_1992_2020,max_n_ret_ratio_diff_1992_2020,count_n_ret_ratio_diff_1992_2020,nodata_count_n_ret_ratio_diff_1992_2020,valid_count_n_ret_ratio_diff_1992_2020,sum_n_ret_ratio_diff_1992_2020,stdev_n_ret_ratio_diff_1992_2020,p5_n_ret_ratio_diff_1992_2020,p95_n_ret_ratio_diff_1992_2020,min_n_retention_diff_1992_2020,max_n_retention_diff_1992_2020,count_n_retention_diff_1992_2020,nodata_count_n_retention_diff_1992_2020,valid_count_n_retention_diff_1992_2020,sum_n_retention_diff_1992_2020,stdev_n_retention_diff_1992_2020,p5_n_retention_diff_1992_2020,p95_n_retention_diff_1992_2020,min_nature_access_diff_1992_2020,max_nature_access_diff_1992_2020,count_nature_access_diff_1992_2020,nodata_count_nature_access_diff_1992_2020,valid_count_nature_access_diff_1992_2020,sum_nature_access_diff_1992_2020,stdev_nature_access_diff_1992_2020,p5_nature_access_diff_1992_2020,p95_nature_access_diff_1992_2020,min_n_export_diff_1992_2020,max_n_export_diff_1992_2020,count_n_export_diff_1992_2020,nodata_count_n_export_diff_1992_2020,valid_count_n_export_diff_1992_2020,sum_n_export_diff_1992_2020,stdev_n_export_diff_1992_2020,p5_n_export_diff_1992_2020,p95_n_export_diff_1992_2020
Eritrea,-0.04637609,0.046374954,1319936,7172,1312764,13.569293,0.0014498185513960133,0.0,0.0,nan,nan,1320016,0,1320016,nan,nan,nan,nan,-68649.61,111537.086,1320016,481197,838819,-9.193019e+06,547.9496795638104,-50.39527435302734,1.6694934844970635,-1.6737945,1.9117713,1319922,1319067,855,-124.6915,0.4269922448870616,-1.0189445495605467,0.11080360412597656,-180478.66,350297.12,1320016,465992,854024,-2.1758494e+07,1930.3951093679561,0.0,0.0,nan,nan,1320016,0,1320016,nan,nan,nan,nan,-222.19919,218.9855,1320015,106165,1213850,1.3258881e+06,9.058859105005382,-3.121793270111084e-06,1.6157239913940495,-1.207757e+06,1.1716772e+06,33863,346,33517,2.3989822e+06,21655.24666330325,0.0,0.0,-66.93044,73.41183,1320015,106165,1213850,286057.38,2.935008345727765,-0.0151937928982079,0.003063140716403729
Estonia,-5.5043645,5.509444,928658,16297,912361,-3392.2769,0.3435363652371895,-0.00787365809082985,0.0002585342153906822,nan,nan,928650,0,928650,nan,nan,nan,nan,-23.968739,175.9496,928650,195656,732994,28873.332,0.3311934834377067,-1.8865903257392347e-05,0.211185023188591,-3.143333,3.0652244,928587,923860,4727,-1663.9833,0.6041001144867051,-1.6340248703956604,0.2712495028972626,-449.07343,2171.618,928650,74298,854352,444485.44,4.305183504195776,0.0,3.3776073455810547,0.0,0.09634966,928666,0,928666,nan,nan,nan,nan,-293.61075,307.86673,928666,193443,735223,1.0386363e+07,65.79949691438841,-1.985422134399414,242.2846588134766,-553655.7,540023.06,11998,223,11775,-4.9473264e+07,36791.884178634384,-15134.857714843749,0.0,-149.4215,164.776,928666,193443,735223,1.9245318e+06,12.003148298871391,0.0,21.43239974975586
Ethiopia,-1.1492871,1.0938371,12032372,0,12032372,2150.9924,0.013036440051627119,-1.809841432987011e-06,0.0,nan,nan,12032635,0,12032635,nan,nan,nan,nan,-133745.05,102476.57,12032635,440760,11591875,-2.89063e+08,467.3343878833902,-54.58703002929687,0.7832841336727004,,,12032486,12032486,0,0.0,,,,-372892.25,643209.1,12032635,423729,11608906,-1.0386942e+09,2266.240186425895,-1.7919628024101257,0.0,nan,nan,12032721,0,12032721,nan,nan,nan,nan,-323.62836,315.61584,12032719,465999,11566720,9.972333e+06,13.225759892773084,-0.0017525976523756807,8.813346862792969,-8.527863e+06,8.16784e+06,149733,0,149733,2.805479e+08,98087.5063677507,0.0,0.0,-182.43918,199.86066,12032719,465999,11566720,-1.0633863e+07,5.549067245399684,-8.640542221069335,0.00031110700219868365
Falkland Islands,,,222051,222051,0,0.0,,,,nan,nan,222046,0,222046,nan,nan,nan,nan,-25.503069,158.95825,222046,173697,48349,8860.395,2.935133665236353,-0.0039463043212890625,0.010195350646972625,-3.6341252,-0.0648421,222072,221792,280,-133.3101,0.4763549845761319,-0.6973052024841309,-0.1526024341583252,-1193.4053,1336.0095,222046,58225,163821,124744.26,21.413350046146725,0.0,0.0,nan,nan,222046,0,222046,nan,nan,nan,nan,-35.885113,34.01925,222071,174068,48003,-1573.1034,1.5862792174642713,0.0,0.16141586303711025,-0.58919895,1857.8889,3089,510,2579,1883.868,36.578942410690686,0.0,0.0,-19.67633,13.826589,222071,174068,48003,-4820.7695,0.7182175152716155,-0.3699913024902344,0.0
Faroe Islands,0.0,0.0,39450,7968,31482,0.0,0.0,0.0,0.0,,,0,0,0,0.0,,,,,,0,0,0,0.0,,,,-2.562353,-2.420326,39430,39428,2,-4.982679,0.07101329458673969,-2.5552515506744387,-2.427427339553833,,,0,0,0,0.0,,,,,,0,0,0,0.0,,,,,,0,0,0,0.0,,,,0.0,0.0,406,116,290,0.0,0.0,0.0,0.0,,,0,0,0,0.0,,,
Federated States of Micronesia,0.0,0.0,9844,9837,7,0.0,0.0,0.0,0.0,nan,nan,9842,0,9842,nan,nan,nan,nan,,,9842,9842,0,0.0,,,,-2.3841858e-07,2.3841858e-07,9851,9811,40,4.887581e-06,1.397535096131963e-07,-1.1920928955078125e-07,2.384185791015625e-07,-631.916,0.0,9842,5759,4083,-631.916,9.888182627740395,0.0,0.0,nan,nan,9836,0,9836,nan,nan,nan,nan,,,9836,9836,0,0.0,,,,0.0,0.0,173,53,120,0.0,0.0,0.0,0.0,,,9836,9836,0,0.0,,,
Fiji,0.0,0.0,223311,27526,195785,0.0,0.0,0.0,0.0,nan,nan,223171,0,223171,nan,nan,nan,nan,,,223171,223171,0,0.0,,,,-2.9692762,2.3319333,223307,221589,1718,1.0999568,0.37714168407490717,-0.13741779327392578,0.010921239852905273,,,223171,223171,0,0.0,,,,nan,nan,216136,0,216136,nan,nan,nan,nan,-34.07315,33.51116,216142,99096,117046,3535.3638,1.1873049966016855,-0.0023393630981445312,0.0,,,5135,5135,0,0.0,,,,-16.047478,19.829304,216142,99096,117046,7047.142,0.8204439475989692,0.0,0.2439519762992859
Finland,-11.460629,11.438803,8210649,44275,8166374,16761.967,0.606325683563559,0.0,0.0,nan,nan,23580,0,23580,nan,nan,nan,nan,,,23580,23580,0,0.0,,,,-5.185625,3.3861508,8210706,8178621,32085,-8637.477,0.46027386082776645,-0.9544990062713623,0.2978442907333374,,,23580,23580,0,0.0,,,,nan,nan,23582,0,23582,nan,nan,nan,nan,,,23582,23582,0,0.0,,,,-1.6456449e+06,1.4380344e+06,83172,995,82177,-3.0155814e+08,52406.99620462095,0.0,0.0,,,23582,23582,0,0.0,,,
France,-39.269665,39.269665,9326855,73409,9253446,149175.9,0.814679307185649,0.0,0.0,nan,nan,9326872,0,9326872,nan,nan,nan,nan,-15878.889,22451.129,9326872,393364,8933508,2.4320588e+07,95.80543186515291,-0.6181334495544432,0.7222713917493823,-3.6199124,3.315751,9324019,9318190,5829,-495.35498,0.4953858635231953,-0.6842775344848633,0.3400752544403076,-124107.51,110288.1,9326872,156572,9170300,8.6491096e+07,552.8085088489825,0.0,0.0,nan,nan,9326939,0,9326939,nan,nan,nan,nan,-2103.7458,2728.3655,9326937,690712,8636225,-4.6565696e+07,121.95579979525014,-1.3337318420410156,0.13055419921875,-1.2158431e+07,1.2153401e+07,121942,1155,120787,4.4632976e+08,285009.8892135095,0.0,0.0,-929.65247,932.295,9326937,690712,8636225,-1.2243221e+07,28.058973230185604,-0.14821624755859375,0.5499620437622068
French Polynesia,,,56494,56494,0,0.0,,,,nan,nan,56497,0,56497,nan,nan,nan,nan,,,56497,56497,0,0.0,,,,-1.4305115e-06,9.536743e-07,56487,56339,148,-2.5749207e-05,4.763089574603589e-07,-9.5367431640625e-07,4.76837158203125e-07,,,56497,56497,0,0.0,,,,nan,nan,56497,0,56497,nan,nan,nan,nan,,,56497,56497,0,0.0,,,,0.0,0.0,758,525,233,0.0,0.0,0.0,0.0,,,56497,56497,0,0.0,,,
French Southern and Antarctic Lands,0.0,0.0,134987,134982,5,0.0,0.0,0.0,0.0,nan,nan,134993,0,134993,nan,nan,nan,nan,,,134993,134993,0,0.0,,,,,,134989,134989,0,0.0,,,,,,134993,134993,0,0.0,,,,nan,nan,134994,0,134994,nan,nan,nan,nan,,,135013,135013,0,0.0,,,,,,1721,1721,0,0.0,,,,,,135013,135013,0,0.0,,,
Gabon,-0.6136631,0.6136647,2793022,9234,2783788,180.06265,0.008577026219919794,0.0,0.0,nan,nan,2792858,0,2792858,nan,nan,nan,nan,-8162.0073,16288.386,2792858,85159,2707699,613106.1,41.03662140359282,-0.011013822630047803,0.011477537639439105,-3.8548644,4.339394,2792906,2789627,3279,1073.8585,0.5223365793289192,-0.23453760147094727,1.1060411691665637,-68316.375,86972.17,2792858,43559,2749299,3.7339002e+06,444.3136448343959,0.0,0.0,nan,nan,2792861,0,2792861,nan,nan,nan,nan,-66.814354,65.33355,2792860,192749,2600111,35185.758,2.402866965322369,0.0,0.0,-982653.75,981757.06,71705,1737,69968,-1.0398114e+07,11925.526144100178,0.0,0.0,-37.26651,41.20523,2792860,192749,2600111,-32349.57,0.8712536701868407,0.0,0.0
Gambia,-1.6992618,1.6994686,117336,1979,115357,579.2162,0.1206730273407792,-0.10839869678020476,0.13245262801647173,nan,nan,117355,0,117355,nan,nan,nan,nan,-202.69151,122.34826,117355,20664,96691,-24161.664,4.2645611482181955,-3.8944363594055176,1.4039812088012695,-2.2000632,3.8956501,117341,116607,734,-123.04325,0.4800241074720007,-0.7195004224777222,0.09781646728515625,-1259.5619,1203.471,117355,6370,110985,112554.74,41.53336746571614,-4.63181562423706,0.0,nan,nan,117375,0,117375,nan,nan,nan,nan,-145.84637,149.80705,117376,25838,91538,79654.375,11.610581310606813,-5.569094467163084,7.9796882629394155,-79176.2,81261.14,1384,734,650,796283.1,13195.77049545838,0.0,53.05625648498331,-56.306625,62.168983,117376,25838,91538,-37925.875,2.9342777952690375,-4.369772291183471,1.5871342658996572
Georgia,-7.7624707,7.7617946,988990,2063,986927,-4013.2466,0.24527542515157794,-0.07684727907180786,0.006535132834687787,nan,nan,989023,0,989023,nan,nan,nan,nan,-15079.707,36014.902,989023,45526,943497,2.411786e+06,206.89587430928086,-11.999014282226563,13.6946319580078,-3.2190127,3.1995125,988983,988613,370,25.904015,0.6508592085419873,-0.21621838212013256,0.43235800266266067,-144808.62,169476.36,989023,16204,972819,5.767243e+06,1423.6637214498444,0.0,0.0,nan,nan,989034,0,989034,nan,nan,nan,nan,-637.60486,851.60724,989034,75807,913227,445986.88,41.901231771543785,-2.4228057861328107,3.7703018188476562,-1.8321072e+06,1.7967774e+06,6464,0,6464,2.4051332e+07,110578.57870771221,0.0,0.0,-273.6233,296.5463,989034,75807,913227,-110504.5,9.37213409876892,-1.621786117553711,1.7556837081909151
Germany,-75.00602,76.89008,5967718,16739,5950979,66364.26,0.6000024547610505,-0.010975979268550873,0.033662670850753695,nan,nan,5967839,0,5967839,nan,nan,nan,nan,-7209.902,4485.424,5967839,205326,5762513,-1.4500451e+06,14.738904213815673,-0.8199798822402953,0.25607472658157304,-5.0665007,4.759324,5965875,5960680,5195,-267.96368,0.5432102271498689,-0.8971939742565156,0.5971185564994812,-59918.27,43359.867,5967839,69368,5898471,-1.218655e+07,112.78229410027642,-1.0159947276115417,0.0,nan,nan,5967862,0,5967862,nan,nan,nan,nan,-1804.1661,1594.3887,5967862,468797,5499065,-1.307779e+08,179.50745152035077,-51.89315185546873,3.06463317871091,-1.0210138e+07,1.0148937e+07,91417,493,90924,8.964165e+08,439549.36445511284,0.0,0.0,-849.86316,669.4809,5967862,468797,5499065,-1.9971612e+07,41.472422034891,-22.183212280273438,4.8394904136657715
Ghana,-3.0299816,3.5996165,2550819,3799,2547020,17709.607,0.11457570360839135,-0.03173168841749429,0.06202212180942275,nan,nan,2550882,0,2550882,nan,nan,nan,nan,-36609.87,32775.973,2550882,81706,2469176,-7.007938e+06,116.88362362867164,-9.749985694885254,3.5537060499191284,-2.5587044,2.9886909,2550864,2550624,240,17.929684,0.5361675124704665,-0.3872840404510498,1.443379962444305,-113640.1,207878.81,2550882,58461,2492421,-1.6759057e+07,740.3051332123914,-42.37225341796875,0.0,nan,nan,2550862,0,2550862,nan,nan,nan,nan,-101.98524,96.06158,2550853,136357,2414496,1.1604574e+06,5.790545497084898,-3.10186767578125,5.875709533691406,-5.390161e+06,5.3325195e+06,57754,494,57260,-1.0112469e+08,101662.77085031479,0.0,0.0,-52.88694,58.754654,2550853,136357,2414496,-1.6928525e+06,2.7934108117216065,-5.572455883026123,1.0236438512802124
Gibraltar,0.0,0.0,106,27,79,0.0,0.0,0.0,0.0,nan,nan,105,0,105,nan,nan,nan,nan,,,105,105,0,0.0,,,,,,105,105,0,0.0,,,,,,105,105,0,0.0,,,,nan,nan,105,0,105,nan,nan,nan,nan,,,105,105,0,0.0,,,,,,1,1,0,0.0,,,,,,105,105,0,0.0,,,
Greece,-18.741085,19.407997,1810867,23883,1786984,88653.34,1.1011154480442502,-0.027552638202905627,0.0,nan,nan,1810866,0,1810866,nan,nan,nan,nan,-27008.312,32552.605,1810866,524878,1285988,-1.0375157e+07,160.04628295668647,-44.47318477630615,2.9418716430664062,-3.5222492,4.3036737,1810764,1808171,2593,342.1959,0.7927118212673991,-0.6910777688026428,1.760353922843933,-168167.55,167056.19,1810866,134958,1675908,-7.52136e+07,949.7733450194294,-88.52576370239252,0.0,nan,nan,1810947,0,1810947,nan,nan,nan,nan,-1686.1919,1794.5427,1810950,563540,1247410,-1.2907041e+06,68.39693443599539,-5.829196929931641,3.098145484924319,-3.7311032e+06,3.7343125e+06,31714,2370,29344,1.4986896e+08,88316.00800032711,0.0,0.0,-599.8433,726.81366,1810950,563540,1247410,-247761.06,19.544969295747848,-2.8740596771240234,2.448499357700349
Greenland,0.0,0.0,87571076,2641710,84929366,0.0,0.0,0.0,0.0,nan,nan,20275,0,20275,nan,nan,nan,nan,,,20275,20275,0,0.0,,,,-4.7683716e-07,4.7683716e-07,76889628,76888616,1012,1.0102987e-05,1.1773859955053439e-07,-1.1920928955078125e-07,2.384185791015625e-07,,,20275,20275,0,0.0,,,,nan,nan,20265,0,20265,nan,nan,nan,nan,,,20265,20265,0,0.0,,,,0.0,0.0,527828,12902,514926,0.0,0.0,0.0,0.0,,,20265,20265,0,0.0,,,
Grenada,0.0,0.0,4101,420,3681,0.0,0.0,0.0,0.0,nan,nan,4105,0,4105,nan,nan,nan,nan,,,4105,4105,0,0.0,,,,-1.396972,0.792642,4109,4065,44,-3.9048862,0.29797903725057656,-0.26530129313468936,1.1026859283447274e-07,-6980.5586,5748.6357,4105,1069,3036,9298.371,200.31711868688802,0.0,0.0,nan,nan,4106,0,4106,nan,nan,nan,nan,,,4106,4106,0,0.0,,,,0.0,0.0,14,9,5,0.0,0.0,0.0,0.0,,,4106,4106,0,0.0,,,
Guam,,,6478,6478,0,0.0,,,,nan,nan,6469,0,6469,nan,nan,nan,nan,,,6469,6469,0,0.0,,,,,,6470,6470,0,0.0,,,,0.0,0.0,6469,1861,4608,0.0,0.0,0.0,0.0,nan,nan,6471,0,6471,nan,nan,nan,nan,,,6471,6471,0,0.0,,,,0.0,160390.75,109,31,78,160390.75,18043.885969748575,0.0,0.0,,,6471,6471,0,0.0,,,
Guatemala,-27.925596,27.922646,1193709,672,1193037,104672.51,1.535016999008535,-0.143654465675354,0.14484683275222754,nan,nan,1193761,0,1193761,nan,nan,nan,nan,-219176.08,60957.074,1193761,35337,1158424,-3.5696558e+06,458.4512814108574,-7.400609016418456,31.439604663848797,-4.17665,2.6740618,1193789,1191864,1925,158.91289,0.6296309119668033,-0.5477787256240845,0.5531017780303955,-661056.1,590392.7,1193761,15104,1178657,4.126862e+06,3422.650427847093,0.0,328.74346313476457,nan,nan,1193733,0,1193733,nan,nan,nan,nan,-1360.4781,1685.6372,1193731,74201,1119530,1.8416406e+07,115.11895249508564,-1.8458341598510732,34.13108177185085,-4.4030285e+06,4.410343e+06,20442,203,20239,-2.5109084e+07,254821.51575604692,-1712.7227050781248,0.0,-731.2015,837.4271,1193731,74201,1119530,2.424258e+06,19.41302045922615,-0.21246347427368156,8.760007095336944
Guernsey,0.0,0.0,1566,223,1343,0.0,0.0,0.0,0.0,nan,nan,1564,0,1564,nan,nan,nan,nan,,,1564,1564,0,0.0,,,,-3.4265788,0.20771027,1578,1551,27,-38.968117,1.6292981484843767,-3.392607593536377,0.15006256103515625,-155.02444,109.86914,1564,941,623,-2551.9243,21.04473645792794,-35.79359550476074,0.0,nan,nan,1568,0,1568,nan,nan,nan,nan,,,1568,1568,0,0.0,,,,,,17,17,0,0.0,,,,,,1568,1568,0,0.0,,,
Guinea,-2.2114673,2.2114222,2623255,3754,2619501,-1077.042,0.04916849463746698,-0.003722265362739563,0.0,nan,nan,2623342,0,2623342,nan,nan,nan,nan,-80371.62,32921.66,2623342,60189,2563153,-2.0432536e+06,213.86907229950117,-5.748226928710936,1.9753887176513638,-3.2824988,3.1743264,2623138,2622344,794,134.59647,0.6079970000335233,-0.1335453987121582,0.7378761768341064,-398882.28,395320.6,2623342,17850,2605492,-1.6595614e+07,1484.4139979803133,0.0,0.0,nan,nan,2623377,0,2623377,nan,nan,nan,nan,-249.28067,153.60126,2623382,121182,2502200,1.1542888e+06,3.937080176510932,-1.4929021835327145,6.0547569274902315,-2.2319358e+06,2.190991e+06,48918,188,48730,-8.292592e+06,46811.79936604188,0.0,0.0,-72.416435,113.49848,2623382,121182,2502200,-1.275561e+06,2.8036042171876376,-6.2046141624450675,0.7406431436538674
Guinea-Bissau,-1.5558716,0.852833,371542,8989,362553,-1049.7772,0.048855099030727996,-0.005394720286130904,0.0023258955217897092,nan,nan,371507,0,371507,nan,nan,nan,nan,-99.19696,490.462,371507,79127,292380,90310.11,3.1558070005886063,-0.03623701632022858,1.6450888395309446,-3.866376,3.2821684,371534,369516,2018,-389.59778,0.6094464824589975,-1.8923838138580322,0.04049265384674072,-2023.1559,5605.939,371507,33841,337666,1.7050692e+06,50.69304506096467,0.0,5.403058171272278,nan,nan,371520,0,371520,nan,nan,nan,nan,-144.55852,169.18317,371526,89662,281864,86246.94,5.257066977686667,-3.5037525177001947,3.7871927261352147,-478936.94,462367.6,3731,400,3331,-2.5346168e+06,20274.38955077711,-119.31130599975586,0.0,-51.23337,70.94508,371526,89662,281864,88444.086,1.7690504278673063,-0.29180068969726497,3.761386752128593
Guyana,-1.4701807,1.4701658,2220370,3820,2216550,-1732.8898,0.052767154935647445,0.0,0.0,nan,nan,2220459,0,2220459,nan,nan,nan,nan,-1592.7474,37837.227,2220459,36575,2183884,723310.25,52.4960999502592,0.0,0.004755863035097698,-3.5355785,3.9791353,2220281,2218827,1454,-304.4486,0.6523049812026632,-1.0175130367279053,0.5605601489543914,-11629.746,673804.5,2220459,14289,2206170,1.2080784e+07,885.2664316752063,0.0,0.0,nan,nan,2220465,0,2220465,nan,nan,nan,nan,-683.55255,763.9458,2220462,115095,2105367,2.1255392e+06,22.399292448413888,0.0,0.0,-312791.6,18041.934,56495,120,56375,-4.6259415e+06,4467.735963698124,0.0,0.0,-216.79407,303.9809,2220462,115095,2105367,330427.1,3.246728096925606,0.0,0.0
Haiti,-20.482677,18.780605,305377,4164,301213,12411.37,0.5007539572843913,0.0,0.0,nan,nan,305357,0,305357,nan,nan,nan,nan,-33013.324,86105.76,305357,81870,223487,3.5915098e+06,613.2567530569523,-20.28834533691406,39.81533889770485,-2.8759444,3.4612916,305412,301311,4101,295.89404,0.5523110148882787,-0.4992861747741699,1.0279079675674438,-350191.88,379694.6,305357,17352,288005,1.6874208e+07,4579.070100947281,0.0,0.0,nan,nan,305334,0,305334,nan,nan,nan,nan,-586.3491,694.4791,305334,85177,220157,28064.15,9.35150289358898,-2.6653015136718747,1.9969230651855332,-2.9186652e+06,2.9731e+06,6201,598,5603,-8.236418e+06,180201.06112737145,0.0,0.0,-148.08582,121.355934,305334,85177,220157,36043.547,2.5929635607931893,-0.8506770133972167,2.283651733398437
Heard Island and McDonald Islands,,,7063,7063,0,0.0,,,,nan,nan,7063,0,7063,nan,nan,nan,nan,,,7063,7063,0,0.0,,,,,,7065,7065,0,0.0,,,,,,7063,7063,0,0.0,,,,nan,nan,7063,0,7063,nan,nan,nan,nan,,,7064,7064,0,0.0,,,,0.0,0.0,73,12,61,0.0,0.0,0.0,0.0,,,7064,7064,0,0.0,,,
Honduras,-24.52637,24.527287,1229068,6827,1222241,100140.445,0.6649551903365873,-0.000228710297960788,0.20771431922912598,nan,nan,1229121,0,1229121,nan,nan,nan,nan,-34913.51,51097.746,1229121,57462,1171659,-6.294763e+06,385.4279920847019,-55.722060394287105,43.854516983031424,-3.5699394,4.0372324,1229037,1224101,4936,-510.45758,0.4993811535402908,-0.6006560325622559,0.23581147193908691,-186697.1,266077.22,1229121,22106,1207015,-1.0695231e+08,3079.5589770977213,-106.03695907592743,159.3320571899437,nan,nan,1229149,0,1229149,nan,nan,nan,nan,-1395.7078,2577.1138,1229151,88167,1140984,1.775065e+06,58.51853991654679,-3.4015150070190425,6.71791858673095,-1.5947166e+06,1.5818332e+06,26485,380,26105,3.4171444e+07,72196.58943538438,0.0,0.0,-670.5513,729.1365,1229151,88167,1140984,440960.03,11.720278785587404,-0.5342939019203186,1.1837207794189437
Hong Kong S.A.R.,-0.30849063,1.32431,13473,1454,12019,20.265148,0.041944835036590786,0.0,0.0,nan,nan,13459,0,13459,nan,nan,nan,nan,-3724.2673,11604.6045,13459,12057,1402,-36040.66,540.3018687060284,-360.1655944824219,3.9957374453544965,-2.9387524,2.4056187,13484,13028,456,42.79934,0.480705747777888,-0.2465076446533203,1.3523533940315247,-193093.27,107678.336,13459,4844,8615,-2.7185158e+07,13125.22523850327,-21281.805468749997,0.0,nan,nan,13454,0,13454,nan,nan,nan,nan,-959.1729,152.92023,13454,12293,1161,-51079.65,177.87643950418536,-395.7332458496094,0.12469482421875,-6.287737e+06,6.287737e+06,274,60,214,6.2825544e+07,1993788.0025758343,0.0,6287737.0,-515.8202,33.899796,13454,12293,1161,-13067.415,51.6073326624276,-60.47500991821289,0.8975305557250977
Hungary,-22.938671,22.923199,1430639,0,1430639,34396.273,0.6494069862692217,-0.05490991771221159,0.07691066116094583,nan,nan,1430652,0,1430652,nan,nan,nan,nan,-861.5029,1042.6656,1430652,9211,1421441,-132136.38,5.567081628141889,-0.3970985412597656,0.011828064918518066,,,1430584,1430584,0,0.0,,,,-5214.445,4954.1094,1430652,9211,1421441,-2.193078e+06,42.96085511681324,0.0,0.0,nan,nan,1430673,0,1430673,nan,nan,nan,nan,-727.2307,803.1022,1430673,183611,1247062,-1.1583254e+07,79.67446769534583,-5.773883628845214,0.923884582519527,-3.0438068e+06,2.8981622e+06,17421,0,17421,1.2030414e+08,142739.43080581966,0.0,0.0,-436.9759,413.35056,1430673,183611,1247062,-1.4668139e+06,16.85354353785581,-5.149665832519531,0.4008783340454096
Iceland,0.0,0.0,2560793,41014,2519779,0.0,0.0,0.0,0.0,,,0,0,0,0.0,,,,,,0,0,0,0.0,,,,-0.7988711,-1.4901161e-08,2560971,2560828,143,-0.8694995,0.0667892059673142,-2.384185791015625e-07,-5.960464477539063e-08,,,0,0,0,0.0,,,,,,0,0,0,0.0,,,,,,0,0,0,0.0,,,,-220956.72,65.76703,24753,1025,23728,-1.3253921e+06,3512.640192566326,0.0,0.0,,,0,0,0,0.0,,,
India,-34.51028,86.80717,36164615,63413,36101202,409868.3,0.6347027035118119,-0.012687637656927108,0.0,nan,nan,36164801,0,36164801,nan,nan,nan,nan,-106916.18,114803.75,36164801,2018482,34146319,-6.1884244e+07,251.4222307322169,-2.0924603223800657,0.2472506284713729,-3.829067,4.829785,36164235,36156776,7459,-91.1651,0.4231173996591493,-0.6567255258560181,0.3704932928085327,-750122.7,595750.3,36164801,1628222,34536579,-6.489818e+08,1569.942054665139,0.0,0.0,nan,nan,36164899,0,36164899,nan,nan,nan,nan,-7465.876,4997.258,36164900,2056455,34108445,-9.0401656e+07,88.68858799578194,-0.026611328125,0.0,-2.810159e+07,2.227112e+07,769054,5780,763274,-2.20977e+09,256561.8399619211,0.0,0.0,-2658.8657,1774.2028,36164900,2056455,34108445,-1.2061456e+07,20.372337099586545,-0.0006856918334960938,0.00011348724365234375
Indonesia,-6.9200726,7.268513,20199879,320393,19879486,287816.94,0.39024034108794037,-0.24463742971420288,0.36331794410943985,nan,nan,20199880,0,20199880,nan,nan,nan,nan,-153337.9,202834.23,20199880,3287474,16912406,5.0419108e+07,655.1867728457743,-4.2510117292404175,11.24052906036377,-5.101492,5.538904,20199782,20120914,78868,-830.8481,0.8342793762357391,-1.3793725371360777,1.2036807298660244,-691196.6,832313.3,20199880,1027404,19172476,-5.217915e+07,4611.995204683637,0.0,76.6218147277832,nan,nan,20199911,0,20199911,nan,nan,nan,nan,-1653.8289,1410.006,20199877,4029552,16170325,1.4406334e+08,173.14751159776824,-6.116202545166013,9.62420654296875,-2.968412e+07,2.0944406e+07,446524,18253,428271,1.3104649e+09,286022.19324812276,-11.753303527832031,0.0,-743.19666,653.5484,20199877,4029552,16170325,2.465919e+07,25.09804699305871,-0.6680946350097655,24.595910263060976
