nev_name,avg_n_export_diff_1992_2020_ha,stdev_n_export_diff_1992_2020_ha,valid_count_n_export_diff_1992_2020_ha,count_n_export_diff_1992_2020_ha,p5_n_export_diff_1992_2020_ha,p95_n_export_diff_1992_2020_ha,avg_n_retention_ratio_diff_1992_2020,stdev_n_retention_ratio_diff_1992_2020,valid_count_n_retention_ratio_diff_1992_2020,count_n_retention_ratio_diff_1992_2020,p5_n_retention_ratio_diff_1992_2020,p95_n_retention_ratio_diff_1992_2020,avg_sed_export_diff_1992_2020_ha,stdev_sed_export_diff_1992_2020_ha,valid_count_sed_export_diff_1992_2020_ha,count_sed_export_diff_1992_2020_ha,p5_sed_export_diff_1992_2020_ha,p95_sed_export_diff_1992_2020_ha,avg_realized_polllination_on_ag_1992_2020_diff_ha,stdev_realized_polllination_on_ag_1992_2020_diff_ha,valid_count_realized_polllination_on_ag_1992_2020_diff_ha,count_realized_polllination_on_ag_1992_2020_diff_ha,p5_realized_polllination_on_ag_1992_2020_diff_ha,p95_realized_polllination_on_ag_1992_2020_diff_ha,avg_sed_retention_ratio_diff_1992_2020,stdev_sed_retention_ratio_diff_1992_2020,valid_count_sed_retention_ratio_diff_1992_2020,count_sed_retention_ratio_diff_1992_2020,p5_sed_retention_ratio_diff_1992_2020,p95_sed_retention_ratio_diff_1992_2020,avg_nature_access_diff_1992_2020,stdev_nature_access_diff_1992_2020,valid_count_nature_access_diff_1992_2020,count_nature_access_diff_1992_2020,p5_nature_access_diff_1992_2020,p95_nature_access_diff_1992_2020
Mozambique,0.05418360026240339,0.33575087730686665,8120322,8708322,-0.016767681296914815,0.43751760274171725,-0.006278745645653887,0.05020726510747587,7743700,8708322,-0.06666487455368042,0.015675902366638184,,,0,8708257,,,-2.7184495393126338e-05,0.004404323283685816,976556,8708056,-0.003488200483843684,0.0037283984711393714,-0.003053869518872348,0.05928338077890349,7971398,8708257,-0.024723428487777706,0.004340171813964844,-2353.6355289198887,75966.07834330169,197563,199144,0.0,0.0
Myanmar,0.047692588780681874,1.1104469991920896,6821698,7576719,-0.1341157004237175,0.17090218067169133,-0.0022339053940074027,0.05315111995835791,6361949,7576719,-0.03398783206939696,0.023927807807922363,,,0,7576665,,,-2.277931401973855e-05,0.021418581410749583,1512570,7576686,-0.028293055389076477,0.02985959947109225,0.0011215657009336335,0.0507636223713894,6767752,7576665,-0.01787977814674377,0.02476134598255153,-142.77678505227257,13695.743153867286,80922,82308,0.0,0.0
NOR,,,0,1388,,,,,0,1388,,,,,0,1388,,,,,0,1386,,,,,0,1388,,,0.0,0.0,2,4,0.0,0.0
Namibia,0.007298437487282578,0.22678598330824656,8846132,9369601,-0.024122468475252387,0.0014041778806130945,0.00221607329504514,0.0788468233330344,7270801,9369601,-0.011674761772155762,0.036117732524871826,,,0,9369571,,,-5.990257602347051e-06,8.454772467389189e-05,27542,9369782,-0.00010611682228045538,2.672573382369573e-05,0.0021725682366438436,0.009379177570757256,7691322,9369571,-0.001267850399017334,0.017651316523551897,-61.48168491416916,4901.408316016885,244143,244859,0.0,0.0
Nauru,,,0,319,,,,,0,319,,,,,0,319,,,,,0,319,,,,,0,319,,,0.0,0.0,1,3,0.0,0.0
Nepal,0.09582795161132102,0.9492894365402985,1682005,1760024,0.0,0.13651030659675542,-0.004302297113444922,0.05453680915012757,1625703,1760024,-0.029911053180694567,0.003810328245162947,,,0,1760034,,,-0.00017929168048416315,0.03568243703099766,407069,1760055,-0.053076560795307155,0.04725854694843256,-0.0023605967278254912,0.02106527461887314,1618232,1760034,-0.027764499187469482,0.01329180300235748,-14608.418606960235,223443.34731897176,20143,20143,0.0,0.0
Netherlands,-0.6947625849218524,5.660676441532843,488243,646840,-3.8472154855728147,0.5896594524383545,0.0014261109718671971,0.14941707319036707,424119,646840,-0.08184352517127991,0.15168918967246997,,,0,646830,,,0.4735824570077099,2.409599030580347,224517,646798,-1.6444547414779662,6.141435050964354,0.0013566479331282792,0.026351148251519543,474763,646830,-0.001253366470336914,0.007030129432678223,-1500.0371404635578,936341.1321975891,7162,7502,0.0,0.0
New Caledonia,0.0028579252817938325,0.0768092998644856,120815,219436,0.0,1.3203146522754753e-06,0.00044861662743214345,0.027465675209893816,92250,219436,-0.01606457829475403,0.01495166420936585,,,0,219433,,,,,0,219425,,,0.00035390670425092637,0.05218122379883426,142695,219433,-0.023912996053695675,0.026849013566970757,-426.603633792425,9114.67850079066,4066,4363,0.0,0.0
New Zealand,-0.021939879012866887,1.631287656955682,3150335,3878394,-0.014679117407649685,0.16824663579463925,-0.002037994944880832,0.07095969231832781,2834064,3878394,-0.031234884262084962,0.014146387577056885,,,0,3878377,,,0.37448418550721935,2.1683404855763113,40239,3878492,-0.3999611735343933,3.5650129318237305,-0.000664119852941454,0.03272805870212989,2648758,3878377,-0.01585087180137634,0.009367763996124268,-160.3668728675744,38674.38889622679,62722,66060,0.0,0.0
Nicaragua,0.007333007763399366,0.3474208056017062,1272896,1390476,-0.0009711388702271506,0.0955304205417633,-0.0019529573496002005,0.046604283476188314,1131505,1390476,-0.02523128986358642,0.012855374813079842,,,0,1390507,,,-0.00038654589371704006,0.040145030678511176,443341,1390528,-0.0063206348568201065,0.005819964688271284,-0.003072538262307342,0.01607193497690322,1175010,1390507,-0.024380749464035033,0.005576524138450625,2722.447339039821,79749.86191316746,32244,32689,-22.257513904571525,0.0
Niger,0.0103912498549591,0.18796749948817987,12324110,13060868,-0.00018350455429754192,0.00018485395776222607,0.006147838822069399,0.19196073185016213,4597461,13060868,-0.11767107248306274,0.11204302310943604,,,0,13060644,,,0.00010635671706681814,0.006822764775353204,982665,13060661,-0.0005509667564183472,0.0027254764456301926,9.82660795906681e-05,0.01244020718828878,4069230,13060644,-0.014781296253204346,0.017158865928649902,-452.7346140163643,19971.517072108192,112440,112440,0.0,17.457050800323444
Nigeria,0.013051929963677012,0.5667275387635808,9182064,9714160,-0.7587792664766312,0.7952670365571975,0.0017636539052882226,0.04479549060625084,8796377,9714160,-0.06425709724426269,0.06928470134735099,,,0,9714136,,,0.020516050187024668,0.12738452121570654,3980491,9714107,-0.04467799514532089,0.13833053410053253,-0.000983991304057319,0.032383615580335576,9099531,9714136,-0.02734851837158203,0.018616825342178345,-8752.752105343745,453282.4351715286,84903,86736,-1253.1776977539057,0.0
Niue,,,0,3099,,,,,0,3099,,,,,0,3099,,,,,0,3096,,,,,0,3099,,,0.0,0.0,19,24,0.0,0.0
Norfolk Island,,,0,567,,,,,0,567,,,,,0,567,,,,,0,573,,,,,0,567,,,,,0,1,,
North Korea,1.0634087156046543,4.994288187296897,1487883,1687895,0.0,9.218206691741898,-0.017527014891437237,0.1365415626390208,1408494,1687895,-0.20877986103296278,0.027196165919303586,,,0,1687870,,,0.022960545920231303,0.24394954348587133,501594,1687843,-0.39559468626976013,0.4297165870666504,-0.009518498688920964,0.23259606952463144,1493045,1687870,-0.07645416259765625,0.0017319560050964439,-6174.426882389545,223637.9866930272,17677,18008,0.0,0.0
Northern Mariana Islands,,,0,7483,,,,,0,7483,,,,,0,7481,,,,,0,7496,,,,,0,7481,,,0.0,0.0,39,62,0.0,0.0
Norway,,,0,1167720,,,,,0,1167720,,,,,0,1167727,,,0.0674290913150481,0.8395958774744112,93354,11529779,-1.905916458368301,1.6731752097606658,,,0,1167727,,,-2740.668641339343,50715.96909660749,93180,97214,0.0,0.0
Oman,0.0019594475013193315,0.185160079499647,3191957,3486293,0.0,0.0,-0.0028197141415298157,0.08692252519360785,602937,3486293,-0.016308093070983888,0.00013953447341918945,,,0,3486312,,,0.011356689679948169,0.05743351057748304,6189,3486320,-0.002142359269782901,0.05614001303911204,-0.00029834987848844,0.014365972158534985,321150,3486312,-0.004325363039970398,0.00900306105613708,-132.6177355802085,9998.997337771258,68777,70819,0.0,0.0
Pakistan,0.06519429046925458,2.2182179180730697,9104461,10621759,-0.0002650928217917681,0.6545276641845703,0.010526055820283686,0.1827334032738696,7349049,10621759,-0.15219014883041382,0.16089586019515978,,,0,10621823,,,0.003146679855668426,0.06097330093736401,1710757,10621863,-0.03206439986824989,0.04391646012663838,0.004745328661386059,0.019350004732242108,6520461,10621823,-0.0035286545753479004,0.04097849130630493,-30286.875986629588,856879.8833732179,71202,72198,0.0,0.0
Palau,,,0,6751,,,,,0,6751,,,,,0,6751,,,,,0,6746,,,,,0,6751,,,-30.10805996981534,179.54632302310307,88,128,-7.927831530570984,0.0
Panama,-0.009393272062911975,0.9735161937778182,656441,811449,0.0,0.0012581944465637207,-0.0025464495848329005,0.07050611089144763,572040,811449,-0.04443355798721313,0.00960432887077324,,,0,811458,,,0.0022180392398771813,0.03592545407553197,223383,811477,-0.032778619602322576,0.04585997760295868,1.5984684808906625e-05,0.44929875830057425,644850,811458,-0.012875688076019288,0.013153365254402132,1210.7955582430873,79742.24264564803,18191,18852,0.0,0.0
Papua New Guinea,0.016931515182107882,0.1840322357742015,4056222,4982991,0.0,0.028747724555432133,-0.0022864135768476002,0.04111009268458685,3719433,4982991,-0.01606588363647461,0.0029685020446777177,,,0,4982993,,,0.002601907331795117,0.03746960116333402,696708,4982901,-0.05114757642149925,0.05845478177070618,-0.002252749834286401,0.231977708498003,4107614,4982993,-0.018583953380584717,0.007219555974006586,-88.3460590799556,3123.3543223055385,110799,114276,0.0,0.0
Paraguay,0.07634885506010636,0.39886848240089956,4225593,4568827,-0.013027038797736161,0.4851410686969755,-0.008291126823058425,0.05979599286553254,3980879,4568827,-0.0664195716381073,0.029253071546554543,,,0,4568815,,,-0.0330111452311843,0.3131287008108354,610833,4568815,-0.2843688428401947,0.07427462786436083,-0.005598252668946374,0.013744060744791184,4224373,4568815,-0.03199714422225952,0.002363860607147217,-4036.011949146655,99637.74714947882,43183,43183,0.0,0.0
Peru,0.019980754394504426,0.6627722993975281,13105232,13833762,-9.438582651455352e-07,5.329163492716607e-08,-0.0012676403128121226,0.08359298827093216,11964450,13833762,-0.00013184547424316406,0.0034304589033126165,,,0,13833834,,,-0.013258640563112187,0.1966049643824743,448392,13833901,-0.016973955556750298,0.005138227948918842,0.00032248948932761924,0.01383204998682917,12239338,13833834,-0.003453075885772705,0.005470871925354004,-736.4871563437661,79418.50626416296,327944,330066,0.0,0.0
Philippines,-0.037808618152694644,1.6140386900085646,2186298,3265919,-0.7455705612897873,0.42533879727125146,-0.0011772557015219457,0.09500867211228753,1761676,3265919,-0.07563209533691406,0.05939273536205292,,,0,3265889,,,0.015287067035123173,0.15223618386202242,1170310,3265893,-0.19066474139690398,0.2938312888145447,-4.623615887612029e-05,0.2960512725149156,2187376,3265889,-0.029902979731559753,0.02988247573375702,-4699.635405980616,321281.3835395161,65311,70557,0.0,0.0
Pitcairn Islands,,,0,728,,,,,0,728,,,,,0,728,,,,,0,725,,,,,0,728,,,,,0,6,,
Poland,-0.11789620265752956,3.2520543979829126,5047846,5318862,-0.6768938601016998,0.14183345437049866,-0.002148073366775454,0.11184285455524529,4822561,5318862,-0.044957637786865234,0.04667198657989502,,,0,5318818,,,0.03473577249212427,0.44635794501695797,2741015,5318818,-0.31136849522590637,0.7808194756507874,0.0011556079869672216,0.038701541889023826,4961068,5318818,-0.004849353432655334,0.014501452445983887,12466.058190432052,213797.55960142837,77676,77894,0.0,0.0
Portugal,0.04510050465744014,4.422978958134086,1109193,1260636,-0.10572461485862718,0.6359579324722251,-0.002210616710630306,0.12229530455395876,1010660,1260636,-0.10320586264133452,0.11055769622325887,,,0,1260641,,,0.012309722946462131,0.5391887112007658,486861,1260675,-0.40317413210868835,0.35012537240982056,-0.0015932840297769948,0.027379894557389227,1100344,1260641,-0.03285532295703888,0.020566144585609424,-34212.466833011626,325116.4635445039,21241,21701,0.0,0.0
Puerto Rico,-0.5901735815044117,2.9486674121187377,67435,101176,-6.321125173568725,0.11638199761509797,0.021287074895973476,0.144403986242374,55004,101176,-0.07389955818653107,0.4087768286466598,,,0,101175,,,0.15997316541939383,0.27310719798523,23376,101186,-0.1507117934525013,0.7840449959039688,0.005794315070323387,0.019436228520142408,66733,101175,-0.00513843297958374,0.03237884044647214,108794.83561643836,595237.0547704882,1168,1200,0.0,1825630.8562499995
Qatar,0.02747049714089406,0.24537033113371387,100698,136288,0.0,2.9844251514532516e-08,-0.0022131954350666397,0.13944128630091376,9346,136288,-0.001700371503829956,0.0,,,0,136286,,,,,0,136297,,,0.006679752337857612,0.012755021524407379,2544,136286,0.0,0.029000434279441826,-1846.5706618962433,61715.25448458045,1118,1138,0.0,0.0
Republic of Serbia,-0.05311759625883887,1.497562163547425,1041281,1296086,-0.14745444059371948,0.07362882047891617,0.00034269990766836204,0.08368082983604118,974121,1296086,-0.02219104766845703,0.053310513496398926,,,0,1296071,,,0.00028319286910216673,0.1857986165025479,548941,1296083,-0.2285274863243103,0.17816312611103058,0.002067963966274017,0.6918286816847125,1071014,1296071,-0.009021639823913574,0.027648746967315674,4141.733558830635,78855.62206542504,20695,20695,0.0,0.0
Republic of the Congo,-0.02558535045699378,0.19136033090927687,3417552,3601842,-0.2883852332830429,0.0,0.0004825036445066195,0.03567749630115104,3271319,3601842,-0.028832858800888032,0.03347963094711304,,,0,3601837,,,0.0025933356744664614,0.011253916546644248,149421,3601850,-0.0019456502050161362,0.011351012624800205,0.0018856592246014488,0.011976537602148275,3397556,3601837,-0.003393903374671936,0.01835852861404419,46.28291722556359,6674.803310993071,46222,46222,0.0,0.0
Romania,-0.08125908446594597,1.2882976961391805,3331236,3578937,-0.19279666244983673,0.11197436973452568,-0.0030301770378320524,0.08359575368057016,3164975,3578937,-0.05098165571689605,0.04282259941101041,,,0,3578949,,,0.016439371386681497,0.13389886697648584,1488936,3578948,-0.06794902309775352,0.21502311900258064,0.0018355328985879792,0.01769370582136027,3269711,3578949,-0.009744018316268921,0.022750765085220337,3584.314947879769,79432.45430862624,39524,39795,0.0,0.0
Russia,0.0083278345251961,0.3889012592661121,124265565,147056844,-0.009096571244299398,0.05898984149098396,-0.0010165464565838143,0.057583475224269084,118248331,147056844,-0.014841854572296143,0.013802051544189453,,,0,147057838,,,0.002522526727237441,0.1969767882614422,21388808,380276928,-0.013797142729163167,0.012518956325948238,-0.0005954688305636264,0.018559574960739723,121916449,147057838,-0.008868813514709473,0.004532217979431152,-295.29488097700767,100123.85875653391,4476362,4502842,0.0,0.0
Rwanda,0.06903113443515076,0.716312926997112,252023,266330,-0.6816040158271789,1.284356236457824,-0.008379417022993718,0.08421030393560007,234613,266330,-0.12899844646453856,0.06642390489578241,,,0,266338,,,0.02926956987513885,0.35559797040827923,146743,266323,-0.34602795243263246,0.6180030226707451,-0.003651826314150428,0.03405126453029499,238726,266338,-0.06378047168254852,0.026455193758010864,8260.604959630911,132680.55350029867,867,6640,0.0,0.0
Saint Barthelemy,,,0,321,,,,,0,321,,,,,0,322,,,,,0,321,,,,,0,322,,,0.0,0.0,2,4,0.0,0.0
Saint Helena,,,0,6125,,,,,0,6125,,,,,0,6128,,,,,0,6123,,,,,0,6128,,,-36.30703209186422,192.11874993308894,29,46,0.0,0.0
Saint Kitts and Nevis,,,0,3210,,,,,0,3210,,,,,0,3211,,,,,0,3203,,,,,0,3211,,,0.0,0.0,25,30,0.0,0.0
Saint Lucia,,,0,6898,,,,,0,6898,,,,,0,6899,,,,,0,6893,,,,,0,6899,,,0.0,0.0,14,26,0.0,0.0
Saint Martin,,,0,785,,,,,0,785,,,,,0,785,,,,,0,781,,,,,0,785,,,,,0,15,,
Saint Pierre and Miquelon,,,0,3962,,,,,0,3962,,,,,0,3965,,,,,0,3969,,,,,0,3965,,,0.0,0.0,29,47,0.0,0.0
Saint Vincent and the Grenadines,,,0,4573,,,,,0,4573,,,,,0,4571,,,,,0,4579,,,,,0,4571,,,0.0,0.0,31,43,0.0,0.0
Samoa,,,0,32004,,,,,0,32004,,,,,0,32006,,,,,0,32006,,,,,0,32006,,,0.0,0.0,437,454,0.0,0.0
San Marino,0.052589234246148,0.34930015810487225,225,892,0.0,0.0004317780956625921,0.00897691547870636,0.08119396326933706,200,892,-1.1920928955078125e-07,0.006932538747787337,,,0,892,,,0.0034610189331902397,0.02752043931604836,450,895,0.0,0.0,0.0023235825070163658,0.00836943010642282,342,892,7.744431495666504e-05,0.010428175330162041,0.0,0.0,4,4,0.0,0.0
Saudi Arabia,0.008031813996115923,0.22293754034320018,20402789,22220600,0.0,0.0,-0.0016038521715494895,0.15830353815262227,2647427,22220600,-0.05867769122123712,0.00039459175895896796,,,0,22220539,,,0.5301008448374632,1.6816578045844013,89026,22220493,-0.2262858971953392,3.069648504257202,-0.00042850802919672807,0.015316754537180424,1149522,22220539,-0.015872418880462646,0.015659612417221053,-240.40476078709176,23290.806423565788,468662,469575,0.0,0.0
Senegal,-0.01801998875301448,0.33317514188165803,2011539,2142641,-0.29948456585407257,0.0,0.0030425156947246194,0.04142121970386201,1893162,2142641,-0.0014613181352615351,0.04732102602720258,,,0,2142636,,,0.0016033822830069315,0.0886149716966606,506565,2142526,-0.002859050082042813,0.0067596797831356486,0.0008626754595430391,0.006712661883020405,1985624,2142636,-0.001228034496307373,0.008434727787971455,-383.6221342472229,5817.678351163072,4231,29995,0.0,0.0
Seychelles,,,0,7175,,,,,0,7175,,,,,0,7176,,,,,0,7172,,,,,0,7176,,,0.0,0.0,43,115,0.0,0.0
Sierra Leone,-0.013088286130212796,0.23904951882308834,702454,774136,-0.3678682208061218,0.22104635685682242,0.001604453110236167,0.033030472750048494,645581,774136,-0.03282445669174194,0.047520458698272705,,,0,774144,,,-0.00040623299317378017,0.012329825038239452,257264,774160,-0.012088318867608906,0.008365393802523607,0.0008542056399360703,0.07456834238679479,697368,774144,-0.01679350733757019,0.020276284217834506,-1242.7574071678096,51739.0663762648,15458,15722,0.0,0.0
Singapore,0.9733225000966893,0.8903850650478193,808,7517,0.0,2.4144034147262574,-0.1276773075724757,0.10718738392746871,172,7517,-0.32147262096405027,-0.0002634733915328998,,,0,7516,,,0.028611607021755643,0.0976310849121521,153,7520,-0.04439473748207092,0.2719187885522846,-0.009372538673999774,0.00839905656148217,1172,7516,-0.024103471636772154,0.0006827503442764293,-440304.5801526718,1689301.249964503,131,160,-5767990.0,0.0
Sint Maarten,,,0,425,,,,,0,425,,,,,0,425,,,,,0,425,,,,,0,425,,,,,0,2,,
Slovakia,-0.06188707772332249,2.8514037094508726,741383,777423,-0.11194562911987305,0.1598875746130946,-0.003764814990861097,0.10649062991225025,710698,777423,-0.06800987496972084,0.03870418071746842,,,0,777430,,,0.025643136521451042,0.26224632693496536,232040,777438,-0.12127336710691451,0.2842336490750297,-0.00047454327551026826,0.018142902976517317,735471,777430,-0.02102118730545044,0.017456799745559692,-522.5525981104652,71777.19930980139,2752,2752,0.0,0.0
Slovenia,2.3794834645215235,11.93226593556141,277464,301180,0.0,23.09395523071289,-0.010118519373016164,0.14905624329511252,259283,301180,-0.14141655266284942,0.05518220663070652,,,0,301188,,,0.005349454029488592,0.16771746591836015,66433,301176,-0.07520870566368103,0.07508791238069534,-0.009641118019943275,0.08918966212063197,279242,301188,-0.05687536895275116,0.0018711477518081852,-23304.760991207033,122614.9369392026,2502,2502,0.0,0.0
Solomon Islands,0.0007491596323517372,0.019279741884068245,99241,324892,0.0,0.0,0.000509906620328823,0.02415996979934937,51284,324892,0.0,0.0,,,0,324869,,,,,0,324867,,,-0.0024587559932458115,0.3780892937279738,98159,324869,-0.0051094055175781245,0.0,,,0,5081,,
Somalia,0.0025440474689191702,0.21263269572383328,6221359,6719359,-0.05695531964302061,4.07171046390431e-06,0.0023767726563172094,0.11891518811631852,5823671,6719359,-0.0022078603506088257,0.030128121376037598,,,0,6719359,,,0.00018608444066627082,0.00963299169374071,398776,6719495,-0.0062222471460700035,0.006018831627443433,-1.4439234237379584e-05,0.011805334331107144,5473871,6719359,-0.008003562688827515,0.008363217115402222,-160.5009455979398,10213.141542881964,198816,200467,0.0,0.0
South Africa,0.10105592329130836,1.391052043688096,14001751,14666667,-2.676329245332454e-06,0.360431507229805,-0.0037815703112827476,0.05643346906914333,13478100,14666667,-0.03851817846298211,0.007207813858985834,,,0,14666687,,,0.0027958383922343432,0.0922340678638007,1879474,14666833,-0.012675306759774685,0.01711001489311456,-0.0020096288680312314,0.3003259611711498,13920680,14666687,-0.01713204681873321,0.0020192861557006836,-17991.28038638105,409172.4678823998,284486,286034,0.0,0.0
South Georgia and the Islands,,,0,78334,,,,,0,78334,,,,,0,76147,,,,,0,78328,,,,,0,76147,,,0.0,0.0,798,963,0.0,0.0
South Korea,3.991476628943194,16.565186878517476,1032602,1323410,-9.281824031859271e-06,33.43244571685788,-0.028545751340051967,0.23743988815567477,950243,1323410,-0.6652096748352051,0.1436450853943814,,,0,1323411,,,-0.03522165864086886,1.4203542360942878,494577,1323375,-2.7889546394348144,2.041102695465078,-0.017416060318914153,0.53080086074577,1026295,1323411,-0.11148634552955627,0.014512586593627905,-105012.0915114873,1975571.3823649534,20675,21466,-56110.05703125,0.0
South Sudan,-0.04621194217329853,0.1910963206457241,6091027,6668905,-0.4198585271835327,0.05188533961772931,0.006463568665775529,0.03344727516146757,5687109,6668905,-0.010114490985870361,0.05207577943801878,,,0,6668885,,,-0.00014475220488791474,0.006164736784646705,287788,6668863,-0.0073784617241472,0.006169509724713847,0.0016262033614820655,0.006241444058682236,5994971,6668885,-0.0027627944946289062,0.012211352586746216,-219.1775744826574,13964.995877153557,102205,102205,0.0,0.0
Spain,0.21811310845165427,4.002384588184659,6408911,6964936,-0.022481175139546394,0.38722090423107147,-0.0006636283494478038,0.1071098183362303,6131743,6964936,-0.03233248218894002,0.03067407011985729,,,0,6964922,,,0.012497167023343605,0.1359650214992406,2559973,6964995,-0.05692331865429878,0.1509238451719284,-0.00021689996484890265,0.034397557759436606,6380224,6964922,-0.01660919189453125,0.015241026878356934,-5481.8798806047,216863.0456509702,124293,125603,0.0,0.0
Spratly Islands,,,0,150,,,,,0,150,,,,,0,149,,,,,0,147,,,,,0,149,,,,,0,3,,
Sri Lanka,0.19107731971834213,4.679644570548367,611238,709566,-0.40759125202894203,4.326730418205262,-0.005745987989514817,0.1355746584107864,542444,709566,-0.1149823397397995,0.07718733251094809,,,0,709583,,,0.003255217323357581,0.2983444532510776,291936,709541,-0.24717837572097778,0.2087225392460823,-0.0035773694370385134,0.0700497609517903,598338,709583,-0.0309842973947525,0.01134715080261231,5205.296488508458,266671.2661363335,14837,15169,0.0,0.0
Sudan,0.002988354649194428,0.1722804591350445,19323111,20529963,-0.018109086900949478,0.0011747476528398693,0.00546966529274308,0.14694589479481612,9395901,20529963,-0.034941911697387695,0.058789074420928955,,,0,20529999,,,0.0005560596021741222,0.005143077530587612,2842492,20530075,-0.002725860313512382,0.009340616082772611,-0.0003514313549815077,0.0183598783046914,8588715,20529999,-0.011554181575775146,0.009644049406051625,-745.5660323013481,183900.98242216435,284694,285341,0.0,0.0
Suriname,0.013374516820330591,0.3647513243301123,1471664,1546290,0.0,0.0,-0.002297404165440645,0.04614108236138239,1404441,1546290,0.0,0.0,,,0,1546280,,,-0.005224319287863246,0.015967147016758648,8161,1546312,-0.025730174034833908,0.006625971291214228,-0.00023322790075431198,0.0017839722720883583,1448812,1546280,-0.0003946691751480101,0.0,-2.733485760207149,254.20317941528646,18296,18331,0.0,0.0
Sweden,1.5541132040868928,7.9193367918009345,1210504,2884347,0.0,10.83882722854585,-0.017383326528417755,0.14466735370207934,1056681,2884347,-0.13018275797367096,0.0138283371925354,,,0,2884356,,,0.06795166592257619,0.6108480360810232,433975,10301813,-0.008415520191192627,0.9569838404655456,-0.004998885604037817,0.14223366190880865,1111764,2884356,-0.02900530397891998,6.794929504394531e-06,-8550.988240710161,84278.68830115335,99921,101755,0.0,0.0
Switzerland,-0.216084584146057,5.741210917763701,591632,629721,-0.033226695284247355,1.1392487287521362,-0.005737092623388598,0.11466649780998028,554331,629721,-0.09478996694087982,0.03289249539375305,,,0,629700,,,0.17775125419963975,1.1679518485104514,98818,629654,-0.15334283262491227,2.2711859822273235,-0.005747086493551454,0.02687983284714986,562181,629700,-0.04244798421859741,0.011334478855133057,-7292.966537112523,327185.5438268821,10549,10651,0.0,0.0
Syria,0.003824026487565905,1.3380328219371957,2150056,2393335,-0.00023198620328912511,0.07842233590781689,0.00019745704202882885,0.1645233341632269,967971,2393335,-0.08720684051513672,0.1357661783695221,,,0,2393377,,,0.050813837150537985,0.25982911947682613,308188,2393337,-0.19981636330485344,0.541933235526084,0.0011499760380555188,0.009103969676309623,1257968,2393377,-0.003636631369590757,0.011563777923583984,823.3097687433133,103190.51920830653,24302,24305,0.0,0.0
Ṣo Tom̩ and Principe,0.0,0.0,1334,11325,0.0,0.0,,,0,11325,,,,,0,11324,,,,,0,11340,,,-0.003936191063142766,0.013230314154990522,1416,11324,-0.03034628927707672,-1.0088086128234863e-05,-1738.0054290254238,17812.7604403033,118,120,0.0,0.0
Taiwan,0.009896747598929227,0.10786422557104577,249446,424776,0.0,1.308081010620299e-06,-0.003929786723880427,0.02900900283139318,232985,424776,-0.02890723943710326,0.0,,,0,424779,,,0.17546709336472058,2.4679180694281384,94412,424793,-4.1286656856536865,4.532627987861633,-0.005634714445091795,0.2157281150936733,356528,424779,-0.04626864194869995,0.014162260293960525,-56592.615729832825,1007773.0193671045,8913,9411,0.0,0.0
Tajikistan,-0.012028166643374208,0.8861955507973388,1799581,1902977,-0.0041552395559847355,0.01451367512345314,0.001724666109247945,0.10581147921884888,1656641,1902977,-0.013761699199676514,0.023363769054412842,,,0,1902976,,,0.022867788125485015,0.25151063196651413,306692,1902944,-0.030469607282429933,0.2595893144607544,0.0009027437814721519,0.01090767743013612,1214963,1902976,-0.006148624420166015,0.01191123127937313,-1640.1448527996922,50548.33763516276,25985,25985,0.0,0.0
Thailand,0.06133009321151453,1.7032186067353343,5196461,5624573,-0.0632266104221344,0.18148837983608246,-0.0024147590921654418,0.07691751588233957,4880658,5624573,-0.02324092537164688,0.015723961591720514,,,0,5624565,,,0.004230355319702616,0.04383884512299438,1747976,5624587,-0.025549578946083784,0.05136075709015131,-0.00041418146219089337,0.03920493379153188,5106369,5624565,-0.013046300411224364,0.01121399402618406,-7141.786114977074,420126.0926095129,117119,118344,0.0,0.0
The Bahamas,0.011622868777515567,0.18161891732378488,43924,169946,0.0,0.0,0.0144974043974117,0.14009680189167942,22749,169946,-0.00037453174591063843,0.0008471965789794752,,,0,169940,,,,,0,169888,,,-2.075465923593068e-07,0.0014627787058948626,31957,169940,-0.0009256482124328611,0.0002099037170410151,-333.0796703296703,8044.584100096839,2457,3389,0.0,0.0
Togo,-0.12120810895844392,0.3286033315304483,584030,606343,-0.7430597096681595,0.11102565228939029,0.011339062299521727,0.04408626789028872,565055,606343,-0.04505518078804016,0.08095428347587583,,,0,606325,,,0.0010913307142527177,0.009119949621608872,248605,606358,-0.00790700651705265,0.013519824855029517,0.00630590182561173,0.021853377032940782,580730,606325,-0.014414820075035095,0.0373922049999237,-233.98384549109707,31112.98241162134,13928,13928,0.0,0.0
Tonga,,,0,9886,,,,,0,9886,,,,,0,9892,,,,,0,9910,,,,,0,9892,,,0.0,0.0,76,123,0.0,0.0
Trinidad and Tobago,0.004787887287531523,0.11739542007226858,26543,56412,0.0,0.0642841532826421,-0.002455751951670122,0.017319965890708375,20137,56412,-0.032948076725006104,0.012487709522247379,,,0,56412,,,0.04343968842523675,0.3207776487051928,11378,56412,-0.4289184376597404,0.6930733323097229,-0.0015447797467318801,0.019232814457802297,31464,56412,-0.016571986675262447,0.00521418452262878,-14784.955495004542,149154.32322538478,1101,1224,0.0,0.0
