nev_name,avg_sed_ret_ratio_diff_1992_2020,stdev_sed_ret_ratio_diff_1992_2020,valid_count_sed_ret_ratio_diff_1992_2020,count_sed_ret_ratio_diff_1992_2020,p5_sed_ret_ratio_diff_1992_2020,p95_sed_ret_ratio_diff_1992_2020,avg_sed_export_diff_1992_2020,stdev_sed_export_diff_1992_2020,valid_count_sed_export_diff_1992_2020,count_sed_export_diff_1992_2020,p5_sed_export_diff_1992_2020,p95_sed_export_diff_1992_2020,avg_coastal_risk_esa_diff_1992_2020,stdev_coastal_risk_esa_diff_1992_2020,valid_count_coastal_risk_esa_diff_1992_2020,count_coastal_risk_esa_diff_1992_2020,p5_coastal_risk_esa_diff_1992_2020,p95_coastal_risk_esa_diff_1992_2020,avg_usle_diff_1992_2020,stdev_usle_diff_1992_2020,valid_count_usle_diff_1992_2020,count_usle_diff_1992_2020,p5_usle_diff_1992_2020,p95_usle_diff_1992_2020,avg_polllination_diff_1992_2020,stdev_polllination_diff_1992_2020,valid_count_polllination_diff_1992_2020,count_polllination_diff_1992_2020,p5_polllination_diff_1992_2020,p95_polllination_diff_1992_2020,avg_n_ret_ratio_diff_1992_2020,stdev_n_ret_ratio_diff_1992_2020,valid_count_n_ret_ratio_diff_1992_2020,count_n_ret_ratio_diff_1992_2020,p5_n_ret_ratio_diff_1992_2020,p95_n_ret_ratio_diff_1992_2020,avg_n_retention_diff_1992_2020,stdev_n_retention_diff_1992_2020,valid_count_n_retention_diff_1992_2020,count_n_retention_diff_1992_2020,p5_n_retention_diff_1992_2020,p95_n_retention_diff_1992_2020,avg_nature_access_diff_1992_2020,stdev_nature_access_diff_1992_2020,valid_count_nature_access_diff_1992_2020,count_nature_access_diff_1992_2020,p5_nature_access_diff_1992_2020,p95_nature_access_diff_1992_2020,avg_n_export_diff_1992_2020,stdev_n_export_diff_1992_2020,valid_count_n_export_diff_1992_2020,count_n_export_diff_1992_2020,p5_n_export_diff_1992_2020,p95_n_export_diff_1992_2020
Guatemala,-0.004395534365236226,0.02225734980032795,1097168,1193761,-0.0365549474954605,0.017944553494453425,-3.0814759966989635,458.4512814108574,1158424,1193761,-7.400609016418456,31.439604663848797,0.08255214938869725,0.6296309119668033,1925,1193789,-0.5477787256240845,0.5531017780303955,3.501325661324711,3422.650427847093,1178657,1193761,0.0,328.74346313476457,0.30707636918836617,2.8600015827906926,340868,1193709,-2.2875114202499387,4.708503723144531,-0.0013259301664596177,0.059406454739314773,1108131,1193733,-0.08753076195716858,0.049295514822006226,16.450122819397425,115.11895249508564,1119530,1193731,-1.8458341598510732,34.13108177185085,-1240.6286871881023,254821.51575604692,20239,20442,-1712.7227050781248,0.0,2.1654247764686967,19.41302045922615,1119530,1193731,-0.21246347427368156,8.760007095336944
Guernsey,,,0,1564,,,,,0,1564,,,-1.4432635837131076,1.6292981484843767,27,1578,-3.392607593536377,0.15006256103515625,-4.096186703701846,21.04473645792794,623,1564,-35.79359550476074,0.0,,,0,1566,,,,,0,1568,,,,,0,1568,,,,,0,17,,,,,0,1568,,
Guinea,0.000790382717221914,0.013509841987250035,2474828,2623342,-0.009744125604629516,0.016155380010604847,-0.7971641275413524,213.86907229950117,2563153,2623342,-5.748226928710936,1.9753887176513638,0.1695169597789082,0.6079970000335233,794,2623138,-0.1335453987121582,0.7378761768341064,-6.369474172248466,1484.4139979803133,2605492,2623342,0.0,0.0,-0.0019427795133815672,0.10686489511422913,554382,2623255,-0.13012145310640336,0.13384364545345306,0.0033186644751030457,0.030162162890822162,2496952,2623377,-0.02683805227279663,0.06401699781417847,0.46130954759811366,3.937080176510932,2502200,2623382,-1.4929021835327145,6.0547569274902315,-170.17426636568848,46811.79936604188,48730,48918,0.0,0.0,-0.5097757972983774,2.8036042171876376,2502200,2623382,-6.2046141624450675,0.7406431436538674
Guinea-Bissau,-0.0019099624835464037,0.00797719523117274,277295,371507,-0.012568002939224244,0.0019579350948333678,0.30887923036801423,3.1558070005886063,292380,371507,-0.03623701632022858,1.6450888395309446,-0.19306133712602205,0.6094464824589975,2018,371534,-1.8923838138580322,0.04049265384674072,5.049573395011639,50.69304506096467,337666,371507,0.0,5.403058171272278,-0.013388649393935408,0.1043839057675949,78408,371542,-0.19510966539382935,0.09040379151701913,-0.004530328063011614,0.047141216061102054,278530,371520,-0.05499875247478485,0.026165294647216772,0.3059877724718304,5.257066977686667,281864,371526,-3.5037525177001947,3.7871927261352147,-760.917667367157,20274.38955077711,3331,3731,-119.31130599975586,0.0,0.3137828383103199,1.7690504278673063,281864,371526,-0.29180068969726497,3.761386752128593
Guyana,-0.0005169312504589101,0.0034114075580024884,2090551,2220459,-0.0021181106567382812,0.0,0.3312036033049374,52.4960999502592,2183884,2220459,0.0,0.004755863035097698,-0.2093869383758167,0.6523049812026632,1454,2220281,-1.0175130367279053,0.5605601489543914,5.475908021593984,885.2664316752063,2206170,2220459,0.0,0.0,-0.05651771463544894,0.44512723250083686,30661,2220370,-1.3078964948654175,0.595905065536499,-0.001055966918935618,0.013604060802496295,2102807,2220465,0.0,0.0,1.009581346150101,22.399292448413888,2105367,2220462,0.0,0.0,-82.05661197339246,4467.735963698124,56375,56495,0.0,0.0,0.1569451282128009,3.246728096925606,2105367,2220462,0.0,0.0
Haiti,-0.0006524126852435027,0.013707510538322108,217445,305357,-0.013294494152069092,0.00663421154022216,16.070329594115094,613.2567530569523,223487,305357,-20.28834533691406,39.81533889770485,0.07215168080193855,0.5523110148882787,4101,305412,-0.4992861747741699,1.0279079675674438,58.58998281279839,4579.070100947281,288005,305357,0.0,0.0,0.21332707357554143,1.123166530947406,58180,305377,-0.8101326733827588,2.4128572940826416,-0.003453909336739104,0.031557836300728635,218361,305334,-0.0490230917930603,0.01525348424911499,0.12747335033918977,9.35150289358898,220157,305334,-2.6653015136718747,1.9969230651855332,-1470.0014278065323,180201.06112737145,5603,6201,0.0,0.0,0.16371746923786207,2.5929635607931893,220157,305334,-0.8506770133972167,2.283651733398437
Heard Island and McDonald Islands,,,0,7063,,,,,0,7063,,,,,0,7065,,,,,0,7063,,,,,0,7063,,,,,0,7063,,,,,0,7064,,,0.0,0.0,61,73,0.0,0.0,,,0,7064,,
Honduras,-0.000863095420089501,0.022869510852983617,1128116,1229121,-0.029215991497039795,0.03112541139125824,-5.372521356469758,385.4279920847019,1171659,1229121,-55.722060394287105,43.854516983031424,-0.10341523107098992,0.4993811535402908,4936,1229037,-0.6006560325622559,0.23581147193908691,-88.60893360894438,3079.5589770977213,1207015,1229121,-106.03695907592743,159.3320571899437,0.3050486184304718,1.2562678330748749,328277,1229068,-0.9084054946899417,2.358670949935913,0.0021846434457703083,0.07946838526194429,1127263,1229149,-0.09200931787490843,0.14889951944351038,1.555731719287913,58.51853991654679,1140984,1229151,-3.4015150070190425,6.71791858673095,1308.9999616931623,72196.58943538438,26105,26485,0.0,0.0,0.3864734573403308,11.720278785587404,1140984,1229151,-0.5342939019203186,1.1837207794189437
Hong Kong S.A.R.,0.004536461137784388,0.013047678716977545,1343,13459,-0.005473703145980828,0.027992296218872052,-25.706604961661913,540.3018687060284,1402,13459,-360.1655944824219,3.9957374453544965,0.09385820020709121,0.480705747777888,456,13484,-0.2465076446533203,1.3523533940315247,-3155.5609982588508,13125.22523850327,8615,13459,-21281.805468749997,0.0,0.06352711022834419,0.24971859313602945,319,13473,-0.19430371820926667,0.6791259825229636,0.002811174469540561,0.13467397966177294,1117,13454,-0.08611314296722411,0.12748968601226815,-43.99625188415159,177.87643950418536,1161,13454,-395.7332458496094,0.12469482421875,293577.30841121497,1993788.0025758343,214,274,0.0,6287737.0,-11.255310111164944,51.6073326624276,1161,13454,-60.47500991821289,0.8975305557250977
Hungary,0.0013538542769295097,0.011087430903660343,1177702,1430652,-0.002642214298248291,0.012665092945098877,-0.0929594510078153,5.567081628141889,1421441,1430652,-0.3970985412597656,0.011828064918518066,,,0,1430584,,,-1.5428554544296949,42.96085511681324,1421441,1430652,0.0,0.0,0.045621480406831234,0.8940127288753243,753949,1430639,-0.2599355399608612,0.540147817134857,0.018100031541613534,0.03469455544393669,1232796,1430673,-0.00042384862899780273,0.06469669938087463,-9.288434737005858,79.67446769534583,1247062,1430673,-5.773883628845214,0.923884582519527,6905.6968027093735,142739.43080581966,17421,17421,0.0,0.0,-1.1762156773279917,16.85354353785581,1247062,1430673,-5.149665832519531,0.4008783340454096
Iceland,,,0,0,,,,,0,0,,,-0.006080416115847501,0.0667892059673142,143,2560971,-2.384185791015625e-07,-5.960464477539063e-08,,,0,0,,,,,0,2560793,,,,,0,0,,,,,0,0,,,-55.85772610418071,3512.640192566326,23728,24753,0.0,0.0,,,0,0,,
India,0.0005085044234560349,0.010940052848502366,32472658,36164801,-0.0035858154296875,0.008919179439544678,-1.8123254808226914,251.4222307322169,34146319,36164801,-2.0924603223800657,0.2472506284713729,-0.012222161160699322,0.4231173996591493,7459,36164235,-0.6567255258560181,0.3704932928085327,-18.791143847802644,1569.942054665139,34536579,36164801,0.0,0.0,0.03667717186315019,1.1403860487982351,11175025,36164615,-0.49579841494560234,0.6659718155860818,0.017248641240021994,0.06145475174892314,33478503,36164899,-0.045328736305236816,0.11706674098968506,-2.6504185693601685,88.68858799578194,34108445,36164900,-0.026611328125,0.0,-2895.120211090644,256561.8399619211,763274,769054,0.0,0.0,-0.3536208115028404,20.372337099586545,34108445,36164900,-0.0006856918334960938,0.00011348724365234375
Indonesia,-0.0027304175324830084,0.01927974581857295,16070094,20199880,-0.03253823518753052,0.012763738632202148,2.9811907306387986,655.1867728457743,16912406,20199880,-4.2510117292404175,11.24052906036377,-0.010534666575748006,0.8342793762357391,78868,20199782,-1.3793725371360777,1.2036807298660244,-2.7215656444165064,4611.995204683637,19172476,20199880,0.0,76.6218147277832,0.04749829854538007,0.7057206699185159,6059521,20199879,-0.9372953772544861,1.2429652214050293,-0.0005815849508302014,0.06362418752794596,16080196,20199911,-0.055900588631629944,0.055999234318733215,8.909118647893596,173.14751159776824,16170325,20199877,-6.116202545166013,9.62420654296875,3059.8964113843804,286022.19324812276,428271,446524,-11.753303527832031,0.0,1.524965639218754,25.09804699305871,16170325,20199877,-0.6680946350097655,24.595910263060976
Iran,-0.0012133886511794135,0.012756489932462957,8917398,20235218,-0.015830039978027344,0.00880289077758789,2.0072748017622133,85.0533917310432,10685652,20235218,-1.250640869140625,3.901821899414017,0.027474878803558804,0.40289341822442815,337,20235056,-0.13803964853286743,0.2832348346710205,8.169451320132014,325.86897695017825,10781952,20235218,0.0,0.6368547201156591,0.590923875975874,2.6801732355886103,2095173,20235130,-1.2785737991333006,4.984863471984861,-0.037088693317995046,0.15270551554001996,9534309,20235331,-0.4601129055023193,0.06325703859329224,3.915113611444883,51.9456114627094,18715368,20235334,-0.861781883239745,0.011921556293964297,-2856.1214712184046,198768.09367005609,398119,418121,0.0,0.0,1.6697938293278551,19.737269082541808,18715368,20235334,-0.008060225564986447,1.0743408203125
Iraq,6.601825936956976e-05,0.008923782764045074,2206679,5463918,-0.006188040971755981,0.006456935405731168,-0.14992878067513743,28.095292334356543,2478962,5463918,-0.3554755166172981,0.22926692962646378,-0.0844110647837321,0.01973982044086181,9,5463569,-0.09496244788169861,-0.047481220215559006,0.34473758957210676,113.0948779942833,2479427,5463918,0.0,0.0,-0.011285566863294053,0.39438818560139804,122347,5463794,-0.0033129673218354585,0.010055718943476677,-0.14955206009768832,0.3703942884196931,1394230,5464029,-0.8694708943367004,0.21988248825073242,-1.9298644918346595,108.16369870791323,4886569,5464028,-0.035042190551757724,0.00014440901577472687,-1417.3753727375697,64129.19041907122,86522,86628,0.0,0.0,0.31374533952145156,40.750752765131026,4886569,5464028,-0.00027425149455666525,0.005073039419948937
Ireland,0.00028118350070922826,0.004602508438559105,934885,1233819,-0.0010124444961547852,0.002592325210571289,-0.040258829878881144,4.490903915411741,977965,1233819,-0.024786901473999017,0.006276324391365051,0.03078280227372083,0.603869615514732,4012,1233373,-0.4243316352367401,1.0442406594753266,-0.7175419412449607,81.62148401978857,1166334,1233819,0.0,0.0,0.027636550812908636,1.6250266410546192,58732,1233794,-0.0208883173763752,0.047814679145802085,-0.005192396013242183,0.058520125715883484,935080,1233826,-0.010582301020622251,0.015812781453132425,0.5656663280767779,39.12355604761856,951003,1233826,-0.5326457977294922,0.06785602569579918,-9453.61138347483,144226.2613862583,16726,17420,0.0,0.0,0.20827099783071137,9.7546079241642,951003,1233826,-0.2005016803741455,0.23757858276367116
Isle of Man,,,0,10661,,,,,0,10661,,,-0.09003277122974396,0.030036074737984995,4,10665,-0.12004369497299194,-0.05880535561591387,-1.659143330077065,46.262503601523896,9213,10661,0.0,0.0,,,0,10657,,,,,0,10662,,,,,0,10662,,,-2623.2824835526317,15956.804612219157,76,78,0.0,0.0,,,0,10662,,
Israel,0.004330058754803044,0.01202151475783232,173783,349910,-0.0009246289730072021,0.025601434707641594,-3.7766938818114237,38.051404753832855,196398,349910,-12.578903245925902,0.04518938064575195,0.03773892521858215,0.05178804428002595,5,349874,-0.04023617058992386,0.06413304805755615,-20.516439727385496,236.13665842318846,208793,349910,-40.106275177001955,0.0,0.7527564142334896,5.5401384602633685,104767,349878,-1.0265078306198119,4.321011829376216,-0.03051831829553529,0.171741016781399,189990,349913,-0.5908208161592483,0.08534378707408903,-12.135020833404662,150.07837554541638,292079,349913,-0.16430969238281246,0.0025434568524360587,-2586.255212858384,242565.83657935364,4604,4617,0.0,0.0,-2.3189661444335266,43.50804528278051,292079,349913,-0.0012712007388472545,0.3921017169952365
Italy,nan,nan,3723861,4312532,-0.027367711067199707,0.018549680709838867,2.5098815972645854,250.5088170826082,3876853,4312532,-15.645233726501464,18.892169189452986,0.04878333307081653,0.4921855905769655,3193,4312684,-0.42737678289413444,0.27170467376708984,9.46026137575485,1443.7570813310942,4200007,4312532,0.0,0.0,0.051292986198876164,4.4352947384226775,1308734,4312607,-2.6988131999969482,1.570630323886868,0.005586821274268587,0.0665711879201759,3728637,4312552,-0.05299551486968994,0.08101489543914792,-2.5268633300105434,106.21805523197038,3754877,4312552,-4.720664978027343,5.228340148925699,1771.9291955544193,351660.30247456155,66493,68535,0.0,0.0,0.11396397771484924,26.695301836794872,3754877,4312552,-1.0887970924377441,3.7712894439696747
Ivory Coast,-0.0016586156827191726,0.01799877839344951,3254876,3419127,-0.025087088346481323,0.013810217380523682,5.899009760425909,181.9595810159217,3381000,3419127,-2.130662453174591,7.790761375427241,-0.03858183661396017,0.9817803629519442,1985,3417361,-2.309290647506714,1.5104340791702258,41.082189116193206,1279.001430891376,3393004,3419127,0.0,0.0,0.030157107458215173,0.1798396121493685,809624,3419008,-0.09969972632825375,0.3220043182373047,0.006735199331714091,0.038081298046727774,3265107,3419148,-0.035528135299682614,0.06586450338363647,1.3806602318922452,14.012080078500796,3278333,3419143,-2.99742202758789,6.121646118164062,-5802.427559320763,156268.38383166306,26677,27667,0.0,0.0,0.2721222950810671,5.219354479866024,3278333,3419143,-4.510685539245605,5.920579910278313
Jamaica,-0.009658293776739536,0.02354102547563699,89521,123990,-0.057177722454071045,0.0014290213584899902,31.5614445346083,369.5245813920596,91192,123990,-0.019646080210804936,86.66679649353,-0.02118363266899472,0.18771864478955702,2688,123987,-0.11728672981262209,0.08365992605686187,240.69584997306288,3171.7266299606754,116939,123990,0.0,669.542449951166,-2.7813454798705965,18.552849614937827,22256,123974,-38.87346267700195,32.78036689758301,-0.008992256367438728,0.0677254454328123,88783,123981,-0.09064860343933104,0.014170020818710284,16.64237442617849,80.67245861550349,89967,123980,-1.0918807983398418,209.55424957275332,-53520.9179331307,256360.69717739397,2632,2798,-267112.6,0.0,3.2970971300587992,15.552884630934846,89967,123980,0.0,25.689087677001947
Japan,nan,nan,3939280,5000956,-0.040626904368400565,0.016400161385536183,10.701186951402965,446.9165037233415,4079611,5000956,-8.541778564453125,26.328655242919922,0.03596312395578059,0.7005712650646665,21117,5000932,-0.24213409423828125,0.31485486030578613,11.37696840357652,2765.21542588205,4727054,5000956,0.0,0.0,1.058671340076945,11.014354339500667,938073,5000881,-14.463008880615234,19.089341735839827,-0.05220774835129214,0.16008633994618085,3908667,5000969,-0.5014523386955261,0.0011724233627319336,-1.3718490230220968,106.08978315955315,3941952,5000971,-11.324137496948234,3.814697265625e-06,-14834.515318935208,628372.4435725403,87604,93215,0.0,0.0,1.5156603885587647,33.22003343491701,3941952,5000971,0.0,8.604778289794922
Jersey,,,0,2242,,,,,0,2242,,,,,0,2251,,,-9.346104029605263,89.45619394618224,1520,2242,-9.105466842651367,0.0,,,0,2239,,,,,0,2243,,,,,0,2243,,,0.0,0.0,6,13,0.0,0.0,,,0,2243,,
Jordan,0.002969613722093425,0.009295095265236144,106029,1094647,-0.002059769630432128,0.020775997638702328,-0.40588824055854533,28.831950949283215,421810,1094647,-0.29888988733291616,0.0,,,0,1094477,,,-2.396845940099169,119.19600751800581,425737,1094647,0.0,0.0,0.24806222761848823,3.8810188501242195,51714,1094576,-3.295479154586792,4.345804333686828,-0.02016470094476078,0.10022654151058995,163679,1094732,-0.19806948900222776,0.04969754219055184,-0.050317804992760964,10.353946449663434,1034668,1094730,0.0,0.00024007596075534612,-5010.048309178744,308851.7038564715,12420,12420,0.0,0.0,0.04027914555079504,3.6514225287656794,1034668,1094730,-0.0001636772416532039,0.0
Kazakhstan,nan,nan,36220941,42840479,-0.005845963954925537,0.013024866580963135,-0.03701702558422056,30.456892200897386,39797812,42840479,-0.22782278060913083,0.0755026713013649,,,0,42828211,,,0.35051552351586407,160.9319727806853,40304175,42840479,-1.003042459487915,0.13916945457458496,-0.00684483056755603,0.36447483393048946,6012957,42840061,-0.033337369561195374,0.022177628427743946,0.00409611762817787,0.05219065910074045,36451300,42840692,-0.041044238209724415,0.06485563516616821,2.0296095662323776,20.338181387319512,38921070,42840691,-0.10027313232421875,9.026931762695312,-268.63005491589763,24710.88895515931,578521,579792,-1.0616703033447266,0.0,0.3348059547181,6.022645672373418,38921070,42840691,-1.595198154449463,1.861073851585381
Kenya,0.0014887219726503465,0.01421335441606159,5673911,6175602,-0.005059540271759033,0.01812988519668579,-2.2696921251346622,183.0855060157038,5945435,6175602,-5.4093574523925785,0.2877822399139398,0.03337710126103134,0.24827823998155985,922,6175501,-0.40111855268478375,0.45595526695251465,-13.827802514116222,1011.9269740959434,5976812,6175602,0.0,0.0,0.009937171470556299,0.2703528589158036,1192649,6175502,-0.01894535683095455,0.032967567443847656,0.001381131077060162,0.02786421140571629,5757096,6175621,-0.01254361867904663,0.031421005725860596,0.5328003771392887,7.5391683091032995,5851419,6175625,0.0,3.6615657806396413,-4663.375002490586,291522.8132082044,100378,100880,0.0,0.0,0.12839333288216073,4.032052893004848,5851419,6175625,-1.3532167434692381,0.011540460586547674
Kiribati,,,0,16026,,,,,0,16026,,,2.148387196299794e-07,7.798514566259126e-07,91,16017,-9.5367431640625e-07,1.430511474609375e-06,0.0,0.0,241,16026,0.0,0.0,,,0,16026,,,,,0,16026,,,,,0,16028,,,,,0,349,,,,,0,16028,,
Kuwait,-0.003964776132288608,0.021165345911790985,12601,211152,-0.043181538581848145,0.022158443927764893,-0.05102554394664421,1.0098511050079233,13933,211152,-0.3546583175659179,0.44385230541229226,0.157856994205051,0.2631847953952747,18,211070,-0.09803839027881622,0.6051404476165771,-1.9259084477764068,7.870505687725285,18641,211152,-13.495882034301758,0.0,9.27260207240676,13.359236722683201,429,211092,0.0,40.91549224853514,-0.016883447446497533,0.07935854580210763,13093,211150,-0.10195288658142089,0.0,-0.03736785339861923,3.2648813798642795,167877,211147,-0.0009170591831207276,0.0,-9739.672018348623,122736.44197523399,3488,3815,0.0,0.0,0.04846041542412748,1.4229939389606188,167877,211147,0.0,0.0009132735431194295
Kyrgyzstan,-0.0005299410381721392,0.017779401935664626,2430914,2758347,-0.024857127666473387,0.01995577514171601,3.3625625082027897,307.07535932472473,2544866,2758347,-26.646316528320312,32.1480131149292,,,0,2758309,,,29.18036322823562,1296.8020275065176,2551784,2758347,0.0,0.0,-0.016466770869070713,1.4468359480593664,615019,2758312,-0.06861653923988342,0.11349800750613144,-0.0077654087668032196,0.06155734391203526,2343896,2758381,-0.09305854141712189,0.03493984043598175,0.07118577354659199,13.622837676657628,2514005,2758381,-5.336883544921875,2.7457351684570312,-677.1053309296935,36445.94849159252,38830,38830,0.0,0.0,0.2510890242859501,5.974558851176017,2514005,2758381,-1.9305009841918945,3.691425323486328
Laos,-0.0014948651566174297,0.01621027689515771,2432013,2550385,-0.02530595064163208,0.020027303695678705,11.064524478831064,415.9992938090024,2542074,2550385,-24.25706977844238,35.648903465271076,,,0,2550160,,,41.29354704779639,2487.8666450152523,2543456,2550385,-60.39575481414795,138.04812240600586,-0.005079514289831585,0.19298793195690964,334011,2550223,-0.02667196746915579,0.027349699288606644,0.0009640386683638637,0.027744674686608222,2441673,2550400,-0.024857902526855463,0.031958293914794905,0.508645309284186,14.767186077092505,2455638,2550398,-5.170098114013671,8.101043510437007,-598.025819265144,9342.288700757541,29203,29203,0.0,0.0,0.3599007162293465,4.497460899272072,2455638,2550398,-0.822069525718689,3.392735838890073
Latvia,-0.003811328141413857,0.012933387015023648,1118529,1238719,-0.023306071758270264,0.002317070960998535,0.04511402984945478,0.4362359401697781,1184561,1238719,-0.006425827741622925,0.24042247235774994,-0.3801193471096144,0.841942026650015,979,1238796,-1.9230082035064697,0.07793474197387695,0.5478173520501785,4.815266598379349,1222357,1238719,0.0,2.8817505836486816,-0.10272008653002308,1.4569096188599282,338423,1238699,-3.893277406692505,1.824733650684347,0.004412143544721477,0.045794291796847006,1122956,1238735,-0.05091273784637451,0.07386857271194458,3.8130196457569885,24.972631338462694,1139839,1238735,-3.893320083618164,13.187107467651247,-4071.684029765312,56829.20578213407,13976,15091,0.0,0.0,1.1151200959082819,5.797418829144811,1139839,1238735,-7.867813110351562e-06,9.403456974029508
Lebanon,-0.0008113815639383155,0.013526919262595733,112314,130677,-0.021233737468719482,0.008534830808639515,-4.208128042620638,209.59129311639356,114827,130677,-15.583630371093747,15.303265380859374,0.5707687139511108,1.0907396785917085,16,130650,0.04180419445037842,2.817572295665741,-41.906950952953224,874.5786284436808,123983,130677,0.0,0.0,0.5606355759545375,4.902874646705854,63041,130670,-1.0323081016540527,4.892880916595459,0.001916450364257578,0.08955575530841645,112399,130688,-0.1121885299682617,0.07560809850692748,0.6530165983769591,86.04661101391892,113121,130688,-10.518142700195312,1.63116455078125,-17252.821052631578,359064.6093874978,1330,1418,0.0,0.0,2.3013780597766993,31.648323036573327,113121,130688,-0.0733642578125,11.854843139648438
Lesotho,-0.0019419911828122678,0.012465496157735664,356629,368587,-0.02221375703811645,0.006876111030578613,9.843305719374843,181.14651327509077,368292,368587,-6.246213531494142,32.720199584960994,,,0,368549,,,44.66434546061687,908.8725514308819,368343,368587,0.0,0.0,0.0018304305954800811,0.12450337493279558,68740,368556,-0.03893714193254709,0.06334788538515565,0.0038382327579404765,0.05128007560391611,352482,368611,-0.07175110876560212,0.09698703289031985,2.1868856384259874,30.42544941410173,352907,368614,-9.101345062255861,4.528763580322288,-20479.596244131455,112187.99258508606,3408,3408,0.0,0.0,1.7283613317389568,13.814589949353497,352907,368614,-0.5414016723632815,14.120276737213146
Liberia,-0.010385869577751946,0.027052375720112768,948465,1017065,-0.0710979700088501,0.0016980051994323689,14.53937872702933,225.08630086524195,986040,1017065,-0.09716808795928954,57.29184799194334,0.1159995273769838,0.7589696640461785,955,1017117,-0.7580335140228271,1.8839639067649836,75.81921471503516,1137.0329977050762,1007405,1017065,0.0,360.09862060546726,0.0207138586025877,0.08334686700268307,178479,1017044,-0.03564949482679367,0.14670033156871798,-0.0029458368308459297,0.04534509429548333,930237,1017061,-0.0855743646621704,0.04932771921157836,1.3209730205454635,10.844492105482367,932858,1017060,-5.188113212585448,9.550540924072244,-5288.1414368462,67609.13539832881,11567,11738,-1249.2775268554685,0.0,1.0132370092768674,3.8931744328176237,932858,1017060,0.0,7.25232672691345
Libya,-0.0009697630329794089,0.008892801873410454,476888,19091942,-0.011859124898910518,0.004482665657997129,-0.005350244609523718,3.1290331138098026,1315416,19091942,-0.0016522705554962158,0.012850046157836914,-0.3460886538607403,0.9583877595464214,515,19091420,-2.722137928009033,0.14840343594551086,0.8818623553511473,78.88684715528711,1365894,19091942,0.0,0.0,1.8805829285385147,8.404890902156714,65105,19091830,-2.477637767791748,17.239624404907218,-0.007301607961313408,0.05774724250862942,785369,19091973,-0.009908211231231688,5.0067901611328125e-06,0.06579438573215479,6.045723961124117,17724947,19091967,0.0,0.0,-387.92621222409997,23335.816228782805,195859,196245,0.0,0.0,0.05850417705057172,2.4000200404533873,17724947,19091967,0.0,0.0
Liechtenstein,-0.021165957600256833,0.02347303965664917,2362,2446,-0.06466738283634185,0.000213098526000974,10.94830367181112,130.89047759432623,2446,2446,-2.6606634855270386,61.0067195892334,,,0,2440,,,-36.8641627912919,1136.2965989987892,2446,2446,-20.047019958496094,170.87228393554688,1.554930453830295,28.96828266489349,90,2441,-52.817684173583984,59.77756118774414,-0.023374521173104207,0.06149328190506575,2153,2447,-0.1815013885498047,0.005629360675811715,3.0986427350395793,74.71437184142512,2116,2447,-5.179039001464844,9.491924285888672,0.0,0.0,8,8,0.0,0.0,0.9725203342834358,26.102103736557225,2116,2447,0.0,9.645220756530762
Lithuania,0.001370906622270542,0.011947631499239067,1118789,1194246,-0.006503045558929443,0.017218792438507005,-0.024974402033192133,0.5237246669553366,1178713,1194246,-0.1478344857692718,0.03251908719539642,0.0543771151340369,0.38475783753285797,528,1194180,-0.5320125222206116,1.0833967745304107,-0.23299132764712474,4.4788821968055155,1186731,1194246,-1.235447347164154,0.0,0.08377193782943246,1.412695134447726,684890,1194257,-1.4522645592689514,3.0678778767585535,0.023563046517274793,0.04115948903883963,1122763,1194244,-0.00432664155960083,0.07745686769485471,-1.1449480786791209,23.468421063602566,1142209,1194244,-5.20897102355957,2.9449584960937383,5996.640417754569,54069.81375355777,9575,9580,0.0,0.0,-0.1702138958369265,5.4453976116010105,1142209,1194244,-3.960858964920044,1.1834776401519478
Luxembourg,-0.0018459405510543958,0.014614919771510299,39914,41775,-0.027085864543914793,0.01523903310298919,-0.48083511002119306,14.279050113076872,41759,41775,-1.9494424819946286,1.6263875961303704,,,0,41771,,,-2.787717168754041,80.26554561128802,41759,41775,-7.38464293479919,4.6704639434814315,0.05660961957426732,0.9070324276517688,16890,41771,-0.0028833418153226373,0.05478444695472717,-0.009150723105119255,0.03773285440860125,26042,41773,-0.08125613629817961,0.001426565647125233,-2.5090039300601674,53.09466429355643,25429,41773,-3.1307844161987304,5.599050521850586,6022.078733766234,117672.77348199583,616,616,0.0,0.0,0.15181356093498072,7.2257345161608475,25429,41773,-3.719329833984375e-05,3.455737066268913
Macao S.A.R,,,0,444,,,,,0,444,,,,,0,447,,,,,0,444,,,,,0,442,,,,,0,442,,,,,0,442,,,,,0,4,,,,,0,442,,
Macedonia,0.005753229040407098,0.018748122870058177,325161,348669,-0.00847482681274414,0.041352272033691406,-6.3735857197180215,101.1743257427326,341870,348669,-37.67663993835449,0.3540846377611151,,,0,348607,,,-34.7940811506019,844.5774677374758,342499,348669,-236.79459075927716,0.0,0.06881123949914165,0.5024792196222314,121746,348645,-0.42223021388053894,1.0549869239330292,0.010155516977127075,0.0477394891175329,326199,348675,-0.020296198129653928,0.0926461338996886,-1.642770519444219,42.033968130670004,332721,348675,-5.2119903564453125,1.1742210388183594,645.1515491036633,8066.6669915232505,2566,2566,0.0,114.33100318908691,-1.0283721195836752,11.517375001952828,332721,348675,-2.1162831783294678,0.0015411376953125
